Thời_gian,Nhiệt_độ_C,Độ_ẩm_%,Lượng_mưa_mm,Độ_ẩm_đất,Chiều_cao_triều_m,Nguy_cơ_ngập
2016-07-13 14:00:00,27.9715,93.21168,0.0,0.472,0.54,0
2016-07-13 15:00:00,28.521502,90.00973,0.0,0.47,0.54,0
2016-07-13 16:00:00,28.021502,92.123116,0.0,0.468,0.54,0
2016-07-13 17:00:00,27.0715,95.96327,0.0,0.467,0.54,0
2016-07-13 18:00:00,26.771502,96.238594,0.0,0.466,0.54,0
2016-07-13 19:00:00,26.671501,96.23587,0.0,0.465,0.54,0
2016-07-13 20:00:00,26.421501,96.5146,0.0,0.464,0.54,0
2016-07-13 21:00:00,26.3715,95.942696,0.0,0.463,0.54,0
2016-07-13 22:00:00,26.1215,95.65056,0.0,0.462,0.54,0
2016-07-13 23:00:00,26.171501,95.36825,0.0,0.461,0.54,0
2016-07-14 00:00:00,27.7215,88.10605,0.0,0.46,0.54,0
2016-07-14 01:00:00,28.771502,81.17607,0.0,0.459,0.54,0
2016-07-14 02:00:00,29.8715,76.63479,0.0,0.458,0.54,0
2016-07-14 03:00:00,30.8215,71.714905,0.1,0.456,0.54,0
2016-07-14 04:00:00,31.271502,70.10663,0.1,0.454,0.54,0
2016-07-14 05:00:00,31.1215,73.27424,2.1,0.466,0.54,0
2016-07-14 06:00:00,30.8215,76.550896,0.5,0.468,0.54,0
2016-07-14 07:00:00,31.8715,73.83354,0.0,0.464,0.54,0
2016-07-14 08:00:00,32.0215,73.64117,0.4,0.463,0.54,0
2016-07-14 09:00:00,30.9715,78.16953,3.1,0.487,0.54,0
2016-07-14 10:00:00,29.771502,79.63479,2.6,0.506,0.54,0
2016-07-14 11:00:00,29.3215,83.19145,0.1,0.49,0.54,0
2016-07-14 12:00:00,28.771502,86.90197,0.0,0.486,0.54,0
2016-07-14 13:00:00,28.2215,89.98873,0.0,0.483,0.54,0
2016-07-14 14:00:00,27.8715,90.765366,0.0,0.481,0.54,0
2016-07-14 15:00:00,27.421501,92.08947,0.0,0.479,0.54,0
2016-07-14 16:00:00,26.9715,93.716644,0.0,0.477,0.54,0
2016-07-14 17:00:00,26.5715,94.817726,0.0,0.475,0.54,0
2016-07-14 18:00:00,26.271502,95.371605,0.0,0.474,0.54,0
2016-07-14 19:00:00,26.3215,95.3733,0.0,0.473,0.54,0
2016-07-14 20:00:00,26.0715,95.64897,0.0,0.472,0.54,0
2016-07-14 21:00:00,25.921501,95.35981,0.0,0.47,0.54,0
2016-07-14 22:00:00,25.771502,95.07081,0.0,0.469,0.54,0
2016-07-14 23:00:00,25.8715,94.5091,0.0,0.468,0.54,0
2016-07-15 00:00:00,27.921501,86.82501,0.0,0.467,0.54,0
2016-07-15 01:00:00,29.5715,78.43494,0.0,0.466,0.54,0
2016-07-15 02:00:00,30.6215,74.28596,0.0,0.464,0.54,0
2016-07-15 03:00:00,31.6215,68.72537,0.0,0.461,0.54,0
2016-07-15 04:00:00,32.2715,66.240845,0.0,0.458,0.54,0
2016-07-15 05:00:00,32.6215,66.5082,0.1,0.454,0.54,0
2016-07-15 06:00:00,32.6215,67.90281,0.0,0.451,0.54,0
2016-07-15 07:00:00,32.7215,69.34154,0.4,0.449,0.54,0
2016-07-15 08:00:00,31.4715,75.75182,1.5,0.458,0.54,0
2016-07-15 09:00:00,30.5715,77.882484,3.2,0.486,0.54,0
2016-07-15 10:00:00,30.671501,77.20989,0.0,0.483,0.54,0
2016-07-15 11:00:00,30.421501,79.01933,0.0,0.48,0.54,0
2016-07-15 12:00:00,29.8715,81.79462,0.0,0.478,0.54,0
2016-07-15 13:00:00,29.4715,83.94814,0.0,0.476,0.54,0
2016-07-15 14:00:00,28.921501,88.20473,0.0,0.474,0.54,0
2016-07-15 15:00:00,28.671501,88.44452,0.0,0.473,0.54,0
2016-07-15 16:00:00,28.2215,89.45921,0.0,0.472,0.54,0
2016-07-15 17:00:00,27.4715,92.63842,0.0,0.47,0.54,0
2016-07-15 18:00:00,27.0715,93.44414,0.0,0.469,0.54,0
2016-07-15 19:00:00,26.8715,92.88205,0.0,0.468,0.54,0
2016-07-15 20:00:00,26.6215,93.14575,0.0,0.468,0.54,0
2016-07-15 21:00:00,26.3215,93.40872,0.0,0.467,0.54,0
2016-07-15 22:00:00,26.1215,93.39922,0.0,0.466,0.54,0
2016-07-15 23:00:00,26.271502,92.8514,0.0,0.465,0.54,0
2016-07-16 00:00:00,28.3715,85.335236,0.0,0.464,0.54,0
2016-07-16 01:00:00,29.8715,77.09179,0.0,0.463,0.54,0
2016-07-16 02:00:00,31.021502,72.60806,0.0,0.46,0.54,0
2016-07-16 03:00:00,31.8715,68.97744,0.0,0.457,0.54,0
2016-07-16 04:00:00,32.5715,67.292206,0.0,0.454,0.54,0
2016-07-16 05:00:00,31.9715,70.443085,0.3,0.451,0.54,0
2016-07-16 06:00:00,32.2715,70.705986,0.0,0.449,0.54,0
2016-07-16 07:00:00,33.171497,66.81482,0.0,0.445,0.54,0
2016-07-16 08:00:00,32.2215,71.95982,0.4,0.445,0.54,0
2016-07-16 09:00:00,30.8215,77.23196,4.0,0.479,0.54,0
2016-07-16 10:00:00,30.8215,75.875114,0.0,0.477,0.54,0
2016-07-16 11:00:00,30.5715,76.739944,0.0,0.475,0.54,0
2016-07-16 12:00:00,30.021502,78.96437,0.0,0.473,0.54,0
2016-07-16 13:00:00,29.3215,84.17994,0.0,0.472,0.54,0
2016-07-16 14:00:00,28.9715,85.6477,0.0,0.47,0.54,0
2016-07-16 15:00:00,29.521502,80.55102,0.0,0.469,0.54,0
2016-07-16 16:00:00,28.8715,84.13168,0.0,0.468,0.54,0
2016-07-16 17:00:00,27.421501,91.54598,0.0,0.467,0.54,0
2016-07-16 18:00:00,26.771502,93.985886,0.0,0.466,0.54,0
2016-07-16 19:00:00,26.4715,93.41583,0.0,0.465,0.54,0
2016-07-16 20:00:00,26.271502,93.40634,0.0,0.465,0.54,0
2016-07-16 21:00:00,25.9715,93.67126,0.0,0.464,0.54,0
2016-07-16 22:00:00,25.8215,93.384964,0.0,0.463,0.54,0
2016-07-16 23:00:00,25.8715,93.38733,0.0,0.463,0.54,0
2016-07-17 00:00:00,27.8215,87.853264,0.0,0.462,0.54,0
2016-07-17 01:00:00,29.6215,78.20927,0.0,0.46,0.54,0
2016-07-17 02:00:00,30.9715,71.103485,0.0,0.458,0.54,0
2016-07-17 03:00:00,31.9715,67.17439,0.0,0.455,0.54,0
2016-07-17 04:00:00,32.7715,64.0161,0.0,0.451,0.54,0
2016-07-17 05:00:00,33.3715,61.893932,0.0,0.447,0.54,0
2016-07-17 06:00:00,33.3215,63.37408,0.0,0.443,0.54,0
2016-07-17 07:00:00,33.671497,63.6366,0.0,0.439,0.54,0
2016-07-17 08:00:00,32.671497,69.7426,0.0,0.436,0.54,0
2016-07-17 09:00:00,31.671501,74.2371,1.8,0.447,0.54,0
2016-07-17 10:00:00,31.1215,75.92136,0.5,0.45,0.54,0
2016-07-17 11:00:00,30.6215,78.119896,0.0,0.449,0.54,0
2016-07-17 12:00:00,30.021502,79.90405,0.0,0.449,0.54,0
2016-07-17 13:00:00,29.421501,82.468506,0.0,0.448,0.54,0
2016-07-17 14:00:00,28.771502,85.62805,0.0,0.448,0.54,0
2016-07-17 15:00:00,28.2215,88.40833,0.0,0.448,0.54,0
2016-07-17 16:00:00,27.5715,92.09789,0.0,0.447,0.54,0
2016-07-17 17:00:00,27.1215,93.17028,0.0,0.447,0.54,0
2016-07-17 18:00:00,26.8715,93.43471,0.0,0.447,0.54,0
2016-07-17 19:00:00,26.6215,91.22565,0.0,0.447,0.54,0
2016-07-17 20:00:00,26.271502,92.8514,0.0,0.446,0.54,0
2016-07-17 21:00:00,26.1215,92.843704,0.0,0.446,0.54,0
2016-07-17 22:00:00,25.8715,93.38733,0.0,0.446,0.54,0
2016-07-17 23:00:00,26.0715,92.564354,0.0,0.446,0.54,0
2016-07-18 00:00:00,28.0715,86.068886,0.0,0.445,0.54,0
2016-07-18 01:00:00,29.921501,75.96141,0.0,0.444,0.54,0
2016-07-18 02:00:00,31.2215,69.888954,0.0,0.442,0.54,0
2016-07-18 03:00:00,32.0715,67.99816,0.0,0.439,0.54,0
2016-07-18 04:00:00,32.671497,66.91394,0.0,0.436,0.54,0
2016-07-18 05:00:00,33.1215,66.80493,0.0,0.432,0.54,0
2016-07-18 06:00:00,33.3215,67.43867,0.0,0.428,0.54,0
2016-07-18 07:00:00,33.421497,65.884346,0.0,0.424,0.54,0
2016-07-18 08:00:00,32.2215,71.536705,0.7,0.426,0.54,0
2016-07-18 09:00:00,31.271502,74.83235,2.4,0.448,0.54,0
2016-07-18 10:00:00,30.5715,78.34364,0.4,0.451,0.54,0
2016-07-18 11:00:00,30.0715,79.67491,0.0,0.45,0.54,0
2016-07-18 12:00:00,29.3715,81.49217,0.0,0.451,0.54,0
2016-07-18 13:00:00,29.0715,82.42734,0.0,0.45,0.54,0
2016-07-18 14:00:00,28.771502,83.62371,0.0,0.45,0.54,0
2016-07-18 15:00:00,28.521502,84.84578,0.0,0.449,0.54,0
2016-07-18 16:00:00,28.021502,86.57677,0.0,0.449,0.54,0
2016-07-18 17:00:00,27.521502,88.089455,0.0,0.448,0.54,0
2016-07-18 18:00:00,26.9715,90.4371,0.0,0.448,0.54,0
2016-07-18 19:00:00,26.671501,90.14753,0.0,0.447,0.54,0
2016-07-18 20:00:00,26.3715,90.12664,0.0,0.447,0.54,0
2016-07-18 21:00:00,26.021502,90.91558,0.0,0.447,0.54,0
2016-07-18 22:00:00,25.6215,92.54034,0.0,0.446,0.54,0
2016-07-18 23:00:00,25.771502,91.72064,0.0,0.446,0.54,0
2016-07-19 00:00:00,27.8215,82.279205,0.0,0.445,0.54,0
2016-07-19 01:00:00,29.2215,75.17491,0.0,0.444,0.54,0
2016-07-19 02:00:00,30.521502,69.55061,0.0,0.442,0.54,0
2016-07-19 03:00:00,31.6215,65.91243,0.0,0.439,0.54,0
2016-07-19 04:00:00,32.5715,63.403584,0.0,0.435,0.54,0
2016-07-19 05:00:00,33.2715,61.504093,0.0,0.431,0.54,0
2016-07-19 06:00:00,33.5215,61.74257,0.0,0.427,0.54,0
2016-07-19 07:00:00,32.421497,70.73296,1.5,0.435,0.54,0
2016-07-19 08:00:00,31.7215,73.808846,1.8,0.449,0.54,0
2016-07-19 09:00:00,30.6215,77.88968,1.7,0.462,0.54,0
2016-07-19 10:00:00,29.921501,80.127396,0.9,0.468,0.54,0
2016-07-19 11:00:00,29.171501,81.226135,1.2,0.476,0.54,0
2016-07-19 12:00:00,28.271502,82.57857,1.1,0.484,0.54,0
2016-07-19 13:00:00,27.8215,83.0206,0.3,0.482,0.54,0
2016-07-19 14:00:00,27.7215,83.50695,0.0,0.479,0.54,0
2016-07-19 15:00:00,27.421501,85.75017,0.0,0.476,0.54,0
2016-07-19 16:00:00,27.171501,88.323204,0.0,0.474,0.54,0
2016-07-19 17:00:00,26.7215,90.96061,0.0,0.472,0.54,0
2016-07-19 18:00:00,26.3215,93.966385,0.0,0.471,0.54,0
2016-07-19 19:00:00,26.2215,92.29658,0.0,0.469,0.54,0
2016-07-19 20:00:00,25.8715,93.38733,0.0,0.468,0.54,0
2016-07-19 21:00:00,25.6215,94.21712,0.0,0.467,0.54,0
2016-07-19 22:00:00,25.3715,94.77243,0.0,0.466,0.54,0
2016-07-19 23:00:00,25.521502,94.21292,0.0,0.465,0.54,0
2016-07-20 00:00:00,27.6215,86.797676,0.0,0.464,0.54,0
2016-07-20 01:00:00,29.3215,75.86855,0.0,0.462,0.54,0
2016-07-20 02:00:00,30.5715,68.937355,0.0,0.46,0.54,0
2016-07-20 03:00:00,31.6215,65.12749,0.0,0.457,0.54,0
2016-07-20 04:00:00,32.2715,63.719994,0.0,0.453,0.54,0
2016-07-20 05:00:00,32.5215,64.346405,0.0,0.449,0.54,0
2016-07-20 06:00:00,31.771502,67.94017,0.4,0.447,0.54,0
