Thời_gian,Nhiệt_độ_C,Độ_ẩm_%,Lượng_mưa_mm,Độ_ẩm_đất,Chiều_cao_triều_m,Nguy_cơ_ngập
2016-07-08 22:00:00,25.588999,91.70985,0.0,0.464,0.54,0
2016-07-08 23:00:00,25.739,91.99394,0.0,0.463,0.54,0
2016-07-09 00:00:00,27.639,84.50166,0.0,0.463,0.54,0
2016-07-09 01:00:00,28.989,76.96046,0.0,0.462,0.54,0
2016-07-09 02:00:00,30.088999,71.58561,0.0,0.46,0.54,0
2016-07-09 03:00:00,31.289,67.03965,0.0,0.457,0.54,0
2016-07-09 04:00:00,32.089,63.300755,0.0,0.453,0.54,0
2016-07-09 05:00:00,32.589,60.803825,0.0,0.449,0.54,0
2016-07-09 06:00:00,32.739002,60.29201,0.0,0.445,0.54,0
2016-07-09 07:00:00,33.339,57.769814,0.0,0.441,0.54,0
2016-07-09 08:00:00,33.089,58.76251,0.0,0.437,0.54,0
2016-07-09 09:00:00,32.689003,60.826107,0.0,0.434,0.54,0
2016-07-09 10:00:00,32.089,65.22367,0.0,0.433,0.54,0
2016-07-09 11:00:00,30.989,76.57612,0.0,0.432,0.54,0
2016-07-09 12:00:00,30.789,71.92309,0.0,0.432,0.54,0
2016-07-09 13:00:00,30.439,72.29204,0.0,0.432,0.54,0
2016-07-09 14:00:00,29.739,75.25697,0.0,0.433,0.54,0
2016-07-09 15:00:00,29.539,76.12911,0.0,0.434,0.54,0
2016-07-09 16:00:00,29.338999,77.473434,0.0,0.434,0.54,0
2016-07-09 17:00:00,28.989,79.29301,0.0,0.434,0.54,0
2016-07-09 18:00:00,28.639,80.67716,0.0,0.434,0.54,0
2016-07-09 19:00:00,27.739,81.77807,0.0,0.434,0.54,0
2016-07-09 20:00:00,27.189,82.69907,0.0,0.434,0.54,0
2016-07-09 21:00:00,27.289,80.745445,0.0,0.434,0.54,0
2016-07-09 22:00:00,27.389,79.551605,0.0,0.434,0.54,0
2016-07-09 23:00:00,27.838999,77.95387,0.0,0.434,0.54,0
2016-07-10 00:00:00,28.689,74.6396,0.0,0.434,0.54,0
2016-07-10 01:00:00,29.539,72.3524,0.0,0.433,0.54,0
2016-07-10 02:00:00,30.239,69.91622,0.0,0.431,0.54,0
2016-07-10 03:00:00,31.189,65.8246,0.0,0.429,0.54,0
2016-07-10 04:00:00,31.989,62.712063,0.0,0.425,0.54,0
2016-07-10 05:00:00,32.739002,59.930885,0.0,0.422,0.54,0
2016-07-10 06:00:00,33.139,58.5977,0.0,0.419,0.54,0
2016-07-10 07:00:00,33.489002,57.804817,0.0,0.416,0.54,0
2016-07-10 08:00:00,33.489002,57.804817,0.0,0.413,0.54,0
2016-07-10 09:00:00,33.089,60.009964,0.0,0.41,0.54,0
2016-07-10 10:00:00,32.439003,65.49023,0.0,0.409,0.54,0
2016-07-10 11:00:00,31.239,75.939415,0.0,0.409,0.54,0
2016-07-10 12:00:00,31.139,68.22443,0.0,0.409,0.54,0
2016-07-10 13:00:00,30.088999,72.882034,0.0,0.409,0.54,0
2016-07-10 14:00:00,29.439,72.11797,0.0,0.411,0.54,0
2016-07-10 15:00:00,28.239,82.57476,0.0,0.412,0.54,0
2016-07-10 16:00:00,28.189,80.61926,0.0,0.412,0.54,0
2016-07-10 17:00:00,28.689,76.45559,0.0,0.412,0.54,0
2016-07-10 18:00:00,28.338999,77.55896,0.0,0.412,0.54,0
2016-07-10 19:00:00,27.838999,79.61248,0.0,0.413,0.54,0
2016-07-10 20:00:00,28.439,75.27645,0.0,0.413,0.54,0
2016-07-10 21:00:00,28.789,72.221794,0.0,0.413,0.54,0
2016-07-10 22:00:00,27.689,78.877,0.0,0.413,0.54,0
2016-07-10 23:00:00,27.088999,84.19053,0.0,0.413,0.54,0
2016-07-11 00:00:00,29.239,72.95557,0.0,0.413,0.54,0
2016-07-11 01:00:00,29.889,68.60045,0.0,0.413,0.54,0
2016-07-11 02:00:00,30.739,65.5351,0.0,0.411,0.54,0
2016-07-11 03:00:00,31.389,63.724144,0.0,0.409,0.54,0
2016-07-11 04:00:00,32.289,60.919872,0.0,0.406,0.54,0
2016-07-11 05:00:00,32.939003,58.72799,0.0,0.402,0.54,0
2016-07-11 06:00:00,33.239002,57.920406,0.0,0.399,0.54,0
2016-07-11 07:00:00,33.939003,57.220024,0.0,0.396,0.54,0
2016-07-11 08:00:00,32.039,65.996925,1.3,0.408,0.54,0
2016-07-11 09:00:00,31.789,67.13841,0.0,0.408,0.54,0
2016-07-11 10:00:00,31.289,71.160194,0.0,0.407,0.54,0
2016-07-11 11:00:00,30.439,77.175674,0.0,0.406,0.54,0
2016-07-11 12:00:00,29.539,85.451546,0.0,0.406,0.54,0
2016-07-11 13:00:00,29.189,86.42936,0.0,0.406,0.54,0
2016-07-11 14:00:00,28.989,86.41073,0.0,0.407,0.54,0
2016-07-11 15:00:00,28.838999,86.142075,0.0,0.407,0.54,0
2016-07-11 16:00:00,28.139,88.6635,0.0,0.407,0.54,0
2016-07-11 17:00:00,28.189,86.59226,0.0,0.407,0.54,0
2016-07-11 18:00:00,28.239,84.81658,0.0,0.407,0.54,0
2016-07-11 19:00:00,28.838999,79.27255,0.0,0.407,0.54,0
2016-07-11 20:00:00,28.489,81.38294,0.0,0.408,0.54,0
2016-07-11 21:00:00,28.239,83.0684,0.0,0.408,0.54,0
2016-07-11 22:00:00,28.289,83.32182,0.0,0.408,0.54,0
2016-07-11 23:00:00,28.338999,84.5754,0.0,0.408,0.54,0
2016-07-12 00:00:00,29.088999,80.49523,0.0,0.408,0.54,0
2016-07-12 01:00:00,29.889,73.28504,0.0,0.407,0.54,0
2016-07-12 02:00:00,30.739,69.383286,0.0,0.406,0.54,0
2016-07-12 03:00:00,31.639,65.32652,0.0,0.404,0.54,0
2016-07-12 04:00:00,32.039,63.29008,0.0,0.401,0.54,0
2016-07-12 05:00:00,32.289,62.58888,0.0,0.399,0.54,0
2016-07-12 06:00:00,32.389,62.610493,0.0,0.396,0.54,0
2016-07-12 07:00:00,32.789,61.031067,0.0,0.396,0.54,0
2016-07-12 08:00:00,32.639,61.364723,0.0,0.395,0.54,0
2016-07-12 09:00:00,31.838999,64.20349,0.0,0.394,0.54,0
2016-07-12 10:00:00,31.338999,67.04956,0.0,0.393,0.54,0
2016-07-12 11:00:00,30.289,77.61185,0.0,0.393,0.54,0
2016-07-12 12:00:00,29.338999,84.18183,0.0,0.393,0.54,0
2016-07-12 13:00:00,28.789,85.37697,0.0,0.393,0.54,0
2016-07-12 14:00:00,28.588999,85.10455,0.0,0.393,0.54,0
2016-07-12 15:00:00,29.139,80.26279,0.0,0.393,0.54,0
2016-07-12 16:00:00,28.489,84.090485,0.0,0.394,0.54,0
2016-07-12 17:00:00,27.639,88.8873,0.0,0.394,0.54,0
2016-07-12 18:00:00,27.039,91.79507,0.0,0.394,0.54,0
2016-07-12 19:00:00,27.789,84.01466,0.0,0.394,0.54,0
2016-07-12 20:00:00,27.139,87.7955,0.2,0.395,0.54,0
2016-07-12 21:00:00,26.889,89.094215,0.0,0.396,0.54,0
2016-07-12 22:00:00,27.139,86.75357,0.1,0.397,0.54,0
2016-07-12 23:00:00,26.689,90.95852,0.1,0.398,0.54,0
2016-07-13 00:00:00,27.588999,85.00247,0.2,0.399,0.54,0
2016-07-13 01:00:00,27.989,83.287964,0.1,0.4,0.54,0
2016-07-13 02:00:00,28.489,81.14061,0.3,0.401,0.54,0
2016-07-13 03:00:00,29.489,76.8057,0.1,0.401,0.54,0
2016-07-13 04:00:00,29.989,75.52102,0.0,0.401,0.54,0
2016-07-13 05:00:00,30.739,73.42778,0.2,0.4,0.54,0
2016-07-13 06:00:00,31.239,72.86095,1.7,0.411,0.54,0
2016-07-13 07:00:00,31.539,70.99385,0.4,0.413,0.54,0
2016-07-13 08:00:00,31.189,72.852455,3.3,0.441,0.54,0
2016-07-13 09:00:00,30.689,74.517746,3.4,0.472,0.54,0
2016-07-13 10:00:00,30.439,76.04114,0.8,0.48,0.54,0
2016-07-13 11:00:00,29.989,79.89974,0.0,0.477,0.54,0
2016-07-13 12:00:00,29.139,87.705505,0.1,0.475,0.54,0
2016-07-13 13:00:00,28.539,91.075966,0.0,0.473,0.54,0
2016-07-13 14:00:00,27.939,93.21008,0.0,0.472,0.54,0
2016-07-13 15:00:00,28.489,90.00746,0.0,0.47,0.54,0
2016-07-13 16:00:00,27.989,92.1213,0.0,0.468,0.54,0
2016-07-13 17:00:00,27.039,95.96231,0.0,0.467,0.54,0
2016-07-13 18:00:00,26.739,96.2377,0.0,0.466,0.54,0
2016-07-13 19:00:00,26.639,96.23498,0.0,0.465,0.54,0
2016-07-13 20:00:00,26.389,96.51379,0.0,0.464,0.54,0
2016-07-13 21:00:00,26.338999,95.94173,0.0,0.463,0.54,0
2016-07-13 22:00:00,26.088999,95.64952,0.0,0.462,0.54,0
2016-07-13 23:00:00,26.139,95.36714,0.0,0.461,0.54,0
2016-07-14 00:00:00,27.689,88.10336,0.0,0.46,0.54,0
2016-07-14 01:00:00,28.739,81.172005,0.0,0.459,0.54,0
2016-07-14 02:00:00,29.838999,76.62989,0.0,0.458,0.54,0
2016-07-14 03:00:00,30.789,71.709175,0.1,0.456,0.54,0
2016-07-14 04:00:00,31.239,70.10065,0.1,0.454,0.54,0
2016-07-14 05:00:00,31.088999,73.268776,2.1,0.466,0.54,0
2016-07-14 06:00:00,30.789,76.54599,0.5,0.468,0.54,0
2016-07-14 07:00:00,31.838999,73.828186,0.0,0.464,0.54,0
2016-07-14 08:00:00,31.989,73.63579,0.4,0.463,0.54,0
2016-07-14 09:00:00,30.939,78.16493,3.1,0.487,0.54,0
2016-07-14 10:00:00,29.739,79.630424,2.6,0.506,0.54,0
2016-07-14 11:00:00,29.289,83.18777,0.1,0.49,0.54,0
2016-07-14 12:00:00,28.739,86.89904,0.0,0.486,0.54,0
2016-07-14 13:00:00,28.189,89.98644,0.0,0.483,0.54,0
2016-07-14 14:00:00,27.838999,90.76326,0.0,0.481,0.54,0
2016-07-14 15:00:00,27.389,92.08763,0.0,0.479,0.54,0
2016-07-14 16:00:00,26.939,93.71516,0.0,0.477,0.54,0
2016-07-14 17:00:00,26.539,94.8165,0.0,0.475,0.54,0
2016-07-14 18:00:00,26.239,95.370514,0.0,0.474,0.54,0
2016-07-14 19:00:00,26.289,95.3722,0.0,0.473,0.54,0
2016-07-14 20:00:00,26.039,95.64794,0.0,0.472,0.54,0
2016-07-14 21:00:00,25.889,95.358734,0.0,0.47,0.54,0
2016-07-14 22:00:00,25.739,95.06964,0.0,0.469,0.54,0
2016-07-14 23:00:00,25.838999,94.50781,0.0,0.468,0.54,0
2016-07-15 00:00:00,27.889,86.82206,0.0,0.467,0.54,0
2016-07-15 01:00:00,29.539,78.43036,0.0,0.466,0.54,0
2016-07-15 02:00:00,30.588999,74.28065,0.0,0.464,0.54,0
2016-07-15 03:00:00,31.588999,68.719185,0.0,0.461,0.54,0
2016-07-15 04:00:00,32.239002,66.23428,0.0,0.458,0.54,0
2016-07-15 05:00:00,32.589,66.50171,0.1,0.454,0.54,0
2016-07-15 06:00:00,32.589,67.8965,0.0,0.451,0.54,0
2016-07-15 07:00:00,32.689003,69.33546,0.4,0.449,0.54,0
2016-07-15 08:00:00,31.439,75.74678,1.5,0.458,0.54,0
2016-07-15 09:00:00,30.539,77.87782,3.2,0.486,0.54,0
2016-07-15 10:00:00,30.639,77.20511,0.0,0.483,0.54,0
2016-07-15 11:00:00,30.389,79.01486,0.0,0.48,0.54,0
2016-07-15 12:00:00,29.838999,81.790665,0.0,0.478,0.54,0
2016-07-15 13:00:00,29.439,83.94461,0.0,0.476,0.54,0
2016-07-15 14:00:00,28.889,88.20207,0.0,0.474,0.54,0
2016-07-15 15:00:00,28.639,88.4419,0.0,0.473,0.54,0
2016-07-15 16:00:00,28.189,89.45681,0.0,0.472,0.54,0
2016-07-15 17:00:00,27.439,92.636696,0.0,0.47,0.54,0
2016-07-15 18:00:00,27.039,93.44257,0.0,0.469,0.54,0
2016-07-15 19:00:00,26.838999,92.880394,0.0,0.468,0.54,0
2016-07-15 20:00:00,26.588999,93.14416,0.0,0.468,0.54,0
2016-07-15 21:00:00,26.289,93.40717,0.0,0.467,0.54,0
2016-07-15 22:00:00,26.088999,93.39769,0.0,0.466,0.54,0
2016-07-15 23:00:00,26.239,92.84975,0.0,0.465,0.54,0
2016-07-16 00:00:00,28.338999,85.33198,0.0,0.464,0.54,0
2016-07-16 01:00:00,29.838999,77.086975,0.0,0.463,0.54,0
2016-07-16 02:00:00,30.989,72.602486,0.0,0.46,0.54,0
2016-07-16 03:00:00,31.838999,68.971306,0.0,0.457,0.54,0
2016-07-16 04:00:00,32.539,67.28583,0.0,0.454,0.54,0
2016-07-16 05:00:00,31.939,70.43716,0.3,0.451,0.54,0
2016-07-16 06:00:00,32.239002,70.7001,0.0,0.449,0.54,0
2016-07-16 07:00:00,33.139,66.808365,0.0,0.445,0.54,0
2016-07-16 08:00:00,32.189003,71.95414,0.4,0.445,0.54,0
2016-07-16 09:00:00,30.789,77.22717,4.0,0.479,0.54,0
2016-07-16 10:00:00,30.789,75.87009,0.0,0.477,0.54,0
2016-07-16 11:00:00,30.539,76.73506,0.0,0.475,0.54,0
2016-07-16 12:00:00,29.989,78.9599,0.0,0.473,0.54,0
2016-07-16 13:00:00,29.289,84.17645,0.0,0.472,0.54,0
2016-07-16 14:00:00,28.939,85.64451,0.0,0.47,0.54,0
2016-07-16 15:00:00,29.489,80.546814,0.0,0.469,0.54,0
2016-07-16 16:00:00,28.838999,84.128174,0.0,0.468,0.54,0
2016-07-16 17:00:00,27.389,91.54402,0.0,0.467,0.54,0
2016-07-16 18:00:00,26.739,93.98448,0.0,0.466,0.54,0
2016-07-16 19:00:00,26.439,93.41431,0.0,0.465,0.54,0
2016-07-16 20:00:00,26.239,93.40481,0.0,0.465,0.54,0
2016-07-16 21:00:00,25.939,93.66978,0.0,0.464,0.54,0
2016-07-16 22:00:00,25.789,93.3834,0.0,0.463,0.54,0
2016-07-16 23:00:00,25.838999,93.38579,0.0,0.463,0.54,0
2016-07-17 00:00:00,27.789,87.85051,0.0,0.462,0.54,0
2016-07-17 01:00:00,29.588999,78.20464,0.0,0.46,0.54,0
2016-07-17 02:00:00,30.939,71.097664,0.0,0.458,0.54,0
2016-07-17 03:00:00,31.939,67.16798,0.0,0.455,0.54,0
2016-07-17 04:00:00,32.739002,64.00925,0.0,0.451,0.54,0
2016-07-17 05:00:00,33.339,61.88682,0.0,0.447,0.54,0
2016-07-17 06:00:00,33.289,63.36719,0.0,0.443,0.54,0
2016-07-17 07:00:00,33.639,63.629723,0.0,0.439,0.54,0
2016-07-17 08:00:00,32.639,69.73659,0.0,0.436,0.54,0
2016-07-17 09:00:00,31.639,74.23182,1.8,0.447,0.54,0
2016-07-17 10:00:00,31.088999,75.91635,0.5,0.45,0.54,0
2016-07-17 11:00:00,30.588999,78.11527,0.0,0.449,0.54,0
2016-07-17 12:00:00,29.989,79.89974,0.0,0.449,0.54,0
2016-07-17 13:00:00,29.389,82.46467,0.0,0.448,0.54,0
2016-07-17 14:00:00,28.739,85.62484,0.0,0.448,0.54,0
2016-07-17 15:00:00,28.189,88.4057,0.0,0.448,0.54,0
2016-07-17 16:00:00,27.539,92.09607,0.0,0.447,0.54,0
2016-07-17 17:00:00,27.088999,93.16868,0.0,0.447,0.54,0
2016-07-17 18:00:00,26.838999,93.433174,0.0,0.447,0.54,0
2016-07-17 19:00:00,26.588999,91.223625,0.0,0.447,0.54,0
2016-07-17 20:00:00,26.239,92.84975,0.0,0.446,0.54,0
2016-07-17 21:00:00,26.088999,92.84203,0.0,0.446,0.54,0
2016-07-17 22:00:00,25.838999,93.38579,0.0,0.446,0.54,0
2016-07-17 23:00:00,26.039,92.56261,0.0,0.446,0.54,0
2016-07-18 00:00:00,28.039,86.06577,0.0,0.445,0.54,0
2016-07-18 01:00:00,29.889,75.956406,0.0,0.444,0.54,0
2016-07-18 02:00:00,31.189,69.88294,0.0,0.442,0.54,0
2016-07-18 03:00:00,32.039,67.99189,0.0,0.439,0.54,0
2016-07-18 04:00:00,32.639,66.9075,0.0,0.436,0.54,0
2016-07-18 05:00:00,33.089,66.79848,0.0,0.432,0.54,0
2016-07-18 06:00:00,33.289,67.43234,0.0,0.428,0.54,0
2016-07-18 07:00:00,33.389,65.87778,0.0,0.424,0.54,0
2016-07-18 08:00:00,32.189003,71.53095,0.7,0.426,0.54,0
2016-07-18 09:00:00,31.239,74.827156,2.4,0.448,0.54,0
2016-07-18 10:00:00,30.539,78.33907,0.4,0.451,0.54,0
2016-07-18 11:00:00,30.039,79.670555,0.0,0.45,0.54,0
2016-07-18 12:00:00,29.338999,81.48815,0.0,0.451,0.54,0
2016-07-18 13:00:00,29.039,82.42351,0.0,0.45,0.54,0
2016-07-18 14:00:00,28.739,83.6201,0.0,0.45,0.54,0
2016-07-18 15:00:00,28.489,84.842415,0.0,0.449,0.54,0
2016-07-18 16:00:00,27.989,86.57378,0.0,0.449,0.54,0
2016-07-18 17:00:00,27.489,88.086754,0.0,0.448,0.54,0
2016-07-18 18:00:00,26.939,90.43489,0.0,0.448,0.54,0
2016-07-18 19:00:00,26.639,90.14528,0.0,0.447,0.54,0
2016-07-18 20:00:00,26.338999,90.124374,0.0,0.447,0.54,0
2016-07-18 21:00:00,25.989,90.91349,0.0,0.447,0.54,0
2016-07-18 22:00:00,25.588999,92.538605,0.0,0.446,0.54,0
2016-07-18 23:00:00,25.739,91.71873,0.0,0.446,0.54,0
2016-07-19 00:00:00,27.789,82.27533,0.0,0.445,0.54,0
2016-07-19 01:00:00,29.189,75.169716,0.0,0.444,0.54,0
2016-07-19 02:00:00,30.489,69.54454,0.0,0.442,0.54,0
2016-07-19 03:00:00,31.588999,65.90584,0.0,0.439,0.54,0
2016-07-19 04:00:00,32.539,63.396664,0.0,0.435,0.54,0
2016-07-19 05:00:00,33.239002,61.496933,0.0,0.431,0.54,0
2016-07-19 06:00:00,33.489002,61.735443,0.0,0.427,0.54,0
2016-07-19 07:00:00,32.389,70.72711,1.5,0.435,0.54,0
2016-07-19 08:00:00,31.689,73.803474,1.8,0.449,0.54,0
2016-07-19 09:00:00,30.588999,77.88501,1.7,0.462,0.54,0
2016-07-19 10:00:00,29.889,80.12313,0.9,0.468,0.54,0
2016-07-19 11:00:00,29.139,81.22206,1.2,0.476,0.54,0
2016-07-19 12:00:00,28.239,82.57476,1.1,0.484,0.54,0
2016-07-19 13:00:00,27.789,83.01686,0.3,0.482,0.54,0
2016-07-19 14:00:00,27.689,83.50329,0.0,0.479,0.54,0
2016-07-19 15:00:00,27.389,85.747,0.0,0.476,0.54,0
2016-07-19 16:00:00,27.139,88.32057,0.0,0.474,0.54,0
2016-07-19 17:00:00,26.689,90.95852,0.0,0.472,0.54,0
2016-07-19 18:00:00,26.289,93.964966,0.0,0.471,0.54,0
2016-07-19 19:00:00,26.189,92.294785,0.0,0.469,0.54,0
2016-07-19 20:00:00,25.838999,93.38579,0.0,0.468,0.54,0
2016-07-19 21:00:00,25.588999,94.21577,0.0,0.467,0.54,0
2016-07-19 22:00:00,25.338999,94.77122,0.0,0.466,0.54,0
2016-07-19 23:00:00,25.489,94.21156,0.0,0.465,0.54,0
2016-07-20 00:00:00,27.588999,86.79473,0.0,0.464,0.54,0
2016-07-20 01:00:00,29.289,75.8635,0.0,0.462,0.54,0
2016-07-20 02:00:00,30.539,68.9312,0.0,0.46,0.54,0
2016-07-20 03:00:00,31.588999,65.12077,0.0,0.457,0.54,0
2016-07-20 04:00:00,32.239002,63.713085,0.0,0.453,0.54,0
2016-07-20 05:00:00,32.489002,64.3396,0.0,0.449,0.54,0
2016-07-20 06:00:00,31.739,67.93388,0.4,0.447,0.54,0
2016-07-20 07:00:00,31.039,70.69323,0.6,0.447,0.54,0
2016-07-20 08:00:00,30.989,71.318634,0.7,0.45,0.54,0
2016-07-20 09:00:00,29.539,76.58459,1.6,0.471,0.54,0
2016-07-20 10:00:00,29.639,74.793,0.0,0.469,0.54,0
2016-07-20 11:00:00,29.289,83.92833,0.0,0.468,0.54,0
2016-07-20 12:00:00,28.789,86.64748,0.0,0.467,0.54,0
2016-07-20 13:00:00,28.189,86.84932,0.8,0.471,0.54,0
2016-07-20 14:00:00,27.789,88.89894,0.0,0.47,0.54,0
